E:\PetAI\Project\.venv\Scripts\python.exe E:\PetAI\Project\cleanbot\capture_img_client.py
灰度图像接收客户端
服务器: 192.168.4.1:5000
----------------------------------------
尝试连接到 192.168.4.1:5000
连接成功!
图像将保存到: FRAME_QQVGA
开始接收灰度图像...
按 Ctrl+C 停止接收

  -> 保存第 1 帧: FRAME_QQVGA/frame_000001_20260213_120644.png (4.1 KB)
  -> 保存第 2 帧: FRAME_QQVGA/frame_000002_20260213_120644.png (13.5 KB)
  -> 保存第 3 帧: FRAME_QQVGA/frame_000003_20260213_120644.png (13.6 KB)
  -> 保存第 4 帧: FRAME_QQVGA/frame_000004_20260213_120644.png (13.5 KB)
  -> 保存第 5 帧: FRAME_QQVGA/frame_000005_20260213_120644.png (13.5 KB)
[12:06:45] 接收: 14帧 | FPS:  14 | 已保存: 13张 | 速率:  239.1 KB/s
[12:30:09] 接收: 16382帧 | FPS:  12 | 已保存: 16381张 | 速率:  218.5 KB/s
[12:30:10] 接收: 16395帧 | FPS:  13 | 已保存: 16394张 | 速率:  218.5 KB/s
[12:30:11] 接收: 16406帧 | FPS:  11 | 已保存: 16405张 | 速率:  218.5 KB/s
[12:30:12] 接收: 16418帧 | FPS:  12 | 已保存: 16417张 | 速率:  218.5 KB/s
[12:30:13] 接收: 16430帧 | FPS:  12 | 已保存: 16429张 | 速率:  218.5 KB/s
[12:30:15] 接收: 16443帧 | FPS:  13 | 已保存: 16442张 | 速率:  218.5 KB/s
[12:30:16] 接收: 16456帧 | FPS:  13 | 已保存: 16455张 | 速率:  218.5 KB/s
[12:30:17] 接收: 16469帧 | FPS:  13 | 已保存: 16468张 | 速率:  218.5 KB/s
[12:30:18] 接收: 16481帧 | FPS:  12 | 已保存: 16480张 | 速率:  218.5 KB/s
[12:30:19] 接收: 16494帧 | FPS:  13 | 已保存: 16493张 | 速率:  218.5 KB/s
[12:30:20] 接收: 16507帧 | FPS:  13 | 已保存: 16506张 | 速率:  218.6 KB/s
[12:30:21] 接收: 16518帧 | FPS:  11 | 已保存: 16517张 | 速率:  218.5 KB/s
[12:30:22] 接收: 16530帧 | FPS:  12 | 已保存: 16529张 | 速率:  218.5 KB/s
[12:30:23] 接收: 16542帧 | FPS:  12 | 已保存: 16541张 | 速率:  218.5 KB/s
[12:30:24] 接收: 16554帧 | FPS:  12 | 已保存: 16553张 | 速率:  218.5 KB/s
[12:30:25] 接收: 16567帧 | FPS:  13 | 已保存: 16566张 | 速率:  218.5 KB/s
[12:30:26] 接收: 16580帧 | FPS:  13 | 已保存: 16579张 | 速率:  218.5 KB/s
[12:30:27] 接收: 16594帧 | FPS:  14 | 已保存: 16593张 | 速率:  218.6 KB/s
[12:30:28] 接收: 16607帧 | FPS:  13 | 已保存: 16606张 | 速率:  218.6 KB/s
[12:30:29] 接收: 16620帧 | FPS:  13 | 已保存: 16619张 | 速率:  218.6 KB/s
[12:30:30] 接收: 16634帧 | FPS:  14 | 已保存: 16633张 | 速率:  218.6 KB/s
[12:30:31] 接收: 16647帧 | FPS:  13 | 已保存: 16646张 | 速率:  218.6 KB/s
[12:30:32] 接收: 16660帧 | FPS:  13 | 已保存: 16659张 | 速率:  218.6 KB/s
[12:30:34] 接收: 16673帧 | FPS:  13 | 已保存: 16672张 | 速率:  218.6 KB/s
[12:30:35] 接收: 16685帧 | FPS:  12 | 已保存: 16684张 | 速率:  218.6 KB/s
[12:30:36] 接收: 16698帧 | FPS:  13 | 已保存: 16697张 | 速率:  218.6 KB/s
[12:30:37] 接收: 16710帧 | FPS:  12 | 已保存: 16709张 | 速率:  218.6 KB/s
[12:30:38] 接收: 16722帧 | FPS:  12 | 已保存: 16721张 | 速率:  218.6 KB/s
[12:30:39] 接收: 16736帧 | FPS:  14 | 已保存: 16735张 | 速率:  218.7 KB/s
[12:30:40] 接收: 16748帧 | FPS:  12 | 已保存: 16747张 | 速率:  218.7 KB/s
[12:30:41] 接收: 16761帧 | FPS:  13 | 已保存: 16760张 | 速率:  218.7 KB/s
[12:30:42] 接收: 16775帧 | FPS:  14 | 已保存: 16774张 | 速率:  218.7 KB/s
[12:30:43] 接收: 16788帧 | FPS:  13 | 已保存: 16787张 | 速率:  218.7 KB/s
[12:30:44] 接收: 16799帧 | FPS:  11 | 已保存: 16798张 | 速率:  218.7 KB/s
[12:30:45] 接收: 16812帧 | FPS:  13 | 已保存: 16811张 | 速率:  218.7 KB/s
[12:30:46] 接收: 16823帧 | FPS:  11 | 已保存: 16822张 | 速率:  218.7 KB/s
[12:30:47] 接收: 16835帧 | FPS:  12 | 已保存: 16834张 | 速率:  218.7 KB/s
[12:30:48] 接收: 16848帧 | FPS:  13 | 已保存: 16847张 | 速率:  218.7 KB/s
[12:30:49] 接收: 16861帧 | FPS:  13 | 已保存: 16860张 | 速率:  218.7 KB/s
[12:30:50] 接收: 16874帧 | FPS:  13 | 已保存: 16873张 | 速率:  218.7 KB/s
[12:30:51] 接收: 16887帧 | FPS:  13 | 已保存: 16886张 | 速率:  218.7 KB/s
[12:30:52] 接收: 16898帧 | FPS:  11 | 已保存: 16897张 | 速率:  218.7 KB/s
[12:30:53] 接收: 16910帧 | FPS:  12 | 已保存: 16909张 | 速率:  218.7 KB/s
[12:30:54] 接收: 16923帧 | FPS:  13 | 已保存: 16922张 | 速率:  218.7 KB/s
[12:30:56] 接收: 16936帧 | FPS:  13 | 已保存: 16935张 | 速率:  218.7 KB/s
[12:30:57] 接收: 16948帧 | FPS:  12 | 已保存: 16947张 | 速率:  218.7 KB/s
[12:30:58] 接收: 16961帧 | FPS:  13 | 已保存: 16960张 | 速率:  218.7 KB/s
[12:30:59] 接收: 16975帧 | FPS:  14 | 已保存: 16974张 | 速率:  218.7 KB/s
[12:31:00] 接收: 16987帧 | FPS:  12 | 已保存: 16986张 | 速率:  218.7 KB/s
[12:31:01] 接收: 17001帧 | FPS:  14 | 已保存: 17000张 | 速率:  218.8 KB/s
[12:31:02] 接收: 17014帧 | FPS:  13 | 已保存: 17013张 | 速率:  218.8 KB/s
[12:31:03] 接收: 17027帧 | FPS:  13 | 已保存: 17026张 | 速率:  218.8 KB/s
[12:31:04] 接收: 17039帧 | FPS:  12 | 已保存: 17038张 | 速率:  218.8 KB/s
[12:31:05] 接收: 17052帧 | FPS:  13 | 已保存: 17051张 | 速率:  218.8 KB/s
[12:31:06] 接收: 17065帧 | FPS:  13 | 已保存: 17064张 | 速率:  218.8 KB/s
[12:31:07] 接收: 17078帧 | FPS:  13 | 已保存: 17077张 | 速率:  218.8 KB/s
[12:31:08] 接收: 17091帧 | FPS:  13 | 已保存: 17090张 | 速率:  218.8 KB/s
[12:31:09] 接收: 17103帧 | FPS:  12 | 已保存: 17102张 | 速率:  218.8 KB/s
[12:31:10] 接收: 17117帧 | FPS:  14 | 已保存: 17116张 | 速率:  218.8 KB/s
[12:31:11] 接收: 17130帧 | FPS:  13 | 已保存: 17129张 | 速率:  218.9 KB/s
[12:31:12] 接收: 17142帧 | FPS:  12 | 已保存: 17141张 | 速率:  218.9 KB/s
[12:31:13] 接收: 17155帧 | FPS:  13 | 已保存: 17154张 | 速率:  218.9 KB/s
[12:31:14] 接收: 17168帧 | FPS:  13 | 已保存: 17167张 | 速率:  218.9 KB/s
[12:31:15] 接收: 17181帧 | FPS:  13 | 已保存: 17180张 | 速率:  218.9 KB/s
[12:31:17] 接收: 17193帧 | FPS:  12 | 已保存: 17192张 | 速率:  218.9 KB/s
[12:31:18] 接收: 17207帧 | FPS:  14 | 已保存: 17206张 | 速率:  218.9 KB/s
[12:31:19] 接收: 17219帧 | FPS:  12 | 已保存: 17218张 | 速率:  218.9 KB/s
[12:31:20] 接收: 17232帧 | FPS:  13 | 已保存: 17231张 | 速率:  218.9 KB/s
[12:31:21] 接收: 17245帧 | FPS:  13 | 已保存: 17244张 | 速率:  218.9 KB/s
[12:31:22] 接收: 17259帧 | FPS:  14 | 已保存: 17258张 | 速率:  218.9 KB/s
[12:31:23] 接收: 17271帧 | FPS:  12 | 已保存: 17270张 | 速率:  218.9 KB/s
[12:31:24] 接收: 17284帧 | FPS:  13 | 已保存: 17283张 | 速率:  218.9 KB/s
[12:31:25] 接收: 17297帧 | FPS:  13 | 已保存: 17296张 | 速率:  219.0 KB/s
[12:31:26] 接收: 17310帧 | FPS:  13 | 已保存: 17309张 | 速率:  219.0 KB/s
[12:31:27] 接收: 17323帧 | FPS:  13 | 已保存: 17322张 | 速率:  219.0 KB/s
[12:31:28] 接收: 17336帧 | FPS:  13 | 已保存: 17335张 | 速率:  219.0 KB/s
[12:31:29] 接收: 17348帧 | FPS:  12 | 已保存: 17347张 | 速率:  219.0 KB/s
[12:31:30] 接收: 17361帧 | FPS:  13 | 已保存: 17360张 | 速率:  219.0 KB/s
[12:31:31] 接收: 17374帧 | FPS:  13 | 已保存: 17373张 | 速率:  219.0 KB/s
[12:31:32] 接收: 17387帧 | FPS:  13 | 已保存: 17386张 | 速率:  219.0 KB/s
[12:31:33] 接收: 17400帧 | FPS:  13 | 已保存: 17399张 | 速率:  219.0 KB/s
[12:31:34] 接收: 17413帧 | FPS:  13 | 已保存: 17412张 | 速率:  219.0 KB/s
[12:31:35] 接收: 17426帧 | FPS:  13 | 已保存: 17425张 | 速率:  219.0 KB/s
[12:31:36] 接收: 17439帧 | FPS:  13 | 已保存: 17438张 | 速率:  219.0 KB/s
[12:31:37] 接收: 17452帧 | FPS:  13 | 已保存: 17451张 | 速率:  219.0 KB/s
[12:31:39] 接收: 17465帧 | FPS:  13 | 已保存: 17464张 | 速率:  219.1 KB/s
[12:31:40] 接收: 17478帧 | FPS:  13 | 已保存: 17477张 | 速率:  219.1 KB/s
[12:31:41] 接收: 17491帧 | FPS:  13 | 已保存: 17490张 | 速率:  219.1 KB/s
[12:31:42] 接收: 17504帧 | FPS:  13 | 已保存: 17503张 | 速率:  219.1 KB/s
[12:31:43] 接收: 17518帧 | FPS:  14 | 已保存: 17517张 | 速率:  219.1 KB/s
[12:31:44] 接收: 17531帧 | FPS:  13 | 已保存: 17530张 | 速率:  219.1 KB/s
[12:31:45] 接收: 17544帧 | FPS:  13 | 已保存: 17543张 | 速率:  219.1 KB/s
[12:31:46] 接收: 17558帧 | FPS:  14 | 已保存: 17557张 | 速率:  219.1 KB/s
[12:31:47] 接收: 17570帧 | FPS:  12 | 已保存: 17569张 | 速率:  219.1 KB/s
[12:31:48] 接收: 17583帧 | FPS:  13 | 已保存: 17582张 | 速率:  219.1 KB/s
[12:31:49] 接收: 17595帧 | FPS:  12 | 已保存: 17594张 | 速率:  219.1 KB/s
[12:31:50] 接收: 17609帧 | FPS:  14 | 已保存: 17608张 | 速率:  219.2 KB/s
[12:31:51] 接收: 17622帧 | FPS:  13 | 已保存: 17621张 | 速率:  219.2 KB/s
[12:31:52] 接收: 17635帧 | FPS:  13 | 已保存: 17634张 | 速率:  219.2 KB/s
[12:31:53] 接收: 17648帧 | FPS:  13 | 已保存: 17647张 | 速率:  219.2 KB/s
[12:31:54] 接收: 17661帧 | FPS:  13 | 已保存: 17660张 | 速率:  219.2 KB/s
[12:31:55] 接收: 17674帧 | FPS:  13 | 已保存: 17673张 | 速率:  219.2 KB/s
[12:31:56] 接收: 17687帧 | FPS:  13 | 已保存: 17686张 | 速率:  219.2 KB/s
[12:31:57] 接收: 17700帧 | FPS:  13 | 已保存: 17699张 | 速率:  219.2 KB/s
[12:31:58] 接收: 17713帧 | FPS:  13 | 已保存: 17712张 | 速率:  219.2 KB/s
[12:31:59] 接收: 17726帧 | FPS:  13 | 已保存: 17725张 | 速率:  219.3 KB/s
[12:32:01] 接收: 17739帧 | FPS:  13 | 已保存: 17738张 | 速率:  219.3 KB/s
[12:32:02] 接收: 17752帧 | FPS:  13 | 已保存: 17751张 | 速率:  219.3 KB/s
[12:32:03] 接收: 17765帧 | FPS:  13 | 已保存: 17764张 | 速率:  219.3 KB/s
[12:32:04] 接收: 17778帧 | FPS:  13 | 已保存: 17777张 | 速率:  219.3 KB/s
[12:32:05] 接收: 17791帧 | FPS:  13 | 已保存: 17790张 | 速率:  219.3 KB/s
[12:32:06] 接收: 17804帧 | FPS:  13 | 已保存: 17803张 | 速率:  219.3 KB/s
[12:32:07] 接收: 17817帧 | FPS:  13 | 已保存: 17816张 | 速率:  219.3 KB/s
[12:32:08] 接收: 17830帧 | FPS:  13 | 已保存: 17829张 | 速率:  219.3 KB/s
[12:32:09] 接收: 17844帧 | FPS:  14 | 已保存: 17843张 | 速率:  219.3 KB/s
[12:32:10] 接收: 17857帧 | FPS:  13 | 已保存: 17856张 | 速率:  219.3 KB/s
[12:32:11] 接收: 17870帧 | FPS:  13 | 已保存: 17869张 | 速率:  219.4 KB/s
[12:32:12] 接收: 17883帧 | FPS:  13 | 已保存: 17882张 | 速率:  219.4 KB/s
[12:32:13] 接收: 17896帧 | FPS:  13 | 已保存: 17895张 | 速率:  219.4 KB/s
[12:32:14] 接收: 17909帧 | FPS:  13 | 已保存: 17908张 | 速率:  219.4 KB/s
[12:32:15] 接收: 17923帧 | FPS:  14 | 已保存: 17922张 | 速率:  219.4 KB/s
[12:32:16] 接收: 17935帧 | FPS:  12 | 已保存: 17934张 | 速率:  219.4 KB/s
[12:32:17] 接收: 17948帧 | FPS:  13 | 已保存: 17947张 | 速率:  219.4 KB/s
[12:32:18] 接收: 17961帧 | FPS:  13 | 已保存: 17960张 | 速率:  219.4 KB/s
[12:32:19] 接收: 17974帧 | FPS:  13 | 已保存: 17973张 | 速率:  219.4 KB/s
[12:32:20] 接收: 17987帧 | FPS:  13 | 已保存: 17986张 | 速率:  219.5 KB/s
[12:32:21] 接收: 18000帧 | FPS:  13 | 已保存: 17999张 | 速率:  219.5 KB/s
[12:32:23] 接收: 18013帧 | FPS:  13 | 已保存: 18012张 | 速率:  219.5 KB/s
[12:32:24] 接收: 18026帧 | FPS:  13 | 已保存: 18025张 | 速率:  219.5 KB/s
[12:32:25] 接收: 18037帧 | FPS:  11 | 已保存: 18036张 | 速率:  219.5 KB/s
[12:32:26] 接收: 18049帧 | FPS:  12 | 已保存: 18048张 | 速率:  219.5 KB/s
[12:32:27] 接收: 18062帧 | FPS:  13 | 已保存: 18061张 | 速率:  219.5 KB/s
[12:32:28] 接收: 18075帧 | FPS:  13 | 已保存: 18074张 | 速率:  219.5 KB/s
[12:32:29] 接收: 18088帧 | FPS:  13 | 已保存: 18087张 | 速率:  219.5 KB/s
[12:32:30] 接收: 18102帧 | FPS:  14 | 已保存: 18101张 | 速率:  219.5 KB/s
[12:32:31] 接收: 18115帧 | FPS:  13 | 已保存: 18114张 | 速率:  219.5 KB/s
[12:32:32] 接收: 18129帧 | FPS:  14 | 已保存: 18128张 | 速率:  219.5 KB/s
[12:32:33] 接收: 18142帧 | FPS:  13 | 已保存: 18141张 | 速率:  219.5 KB/s
[12:32:34] 接收: 18155帧 | FPS:  13 | 已保存: 18154张 | 速率:  219.5 KB/s
[12:32:35] 接收: 18168帧 | FPS:  13 | 已保存: 18167张 | 速率:  219.5 KB/s
[12:32:36] 接收: 18181帧 | FPS:  13 | 已保存: 18180张 | 速率:  219.6 KB/s
[12:32:37] 接收: 18194帧 | FPS:  13 | 已保存: 18193张 | 速率:  219.6 KB/s
[12:32:38] 接收: 18208帧 | FPS:  14 | 已保存: 18207张 | 速率:  219.6 KB/s
[12:32:39] 接收: 18221帧 | FPS:  13 | 已保存: 18220张 | 速率:  219.6 KB/s
[12:32:41] 接收: 18234帧 | FPS:  13 | 已保存: 18233张 | 速率:  219.6 KB/s
[12:32:42] 接收: 18246帧 | FPS:  12 | 已保存: 18245张 | 速率:  219.6 KB/s
[12:32:43] 接收: 18259帧 | FPS:  13 | 已保存: 18258张 | 速率:  219.6 KB/s
[12:32:44] 接收: 18272帧 | FPS:  13 | 已保存: 18271张 | 速率:  219.6 KB/s
[12:32:45] 接收: 18283帧 | FPS:  11 | 已保存: 18282张 | 速率:  219.6 KB/s
[12:32:46] 接收: 18297帧 | FPS:  14 | 已保存: 18296张 | 速率:  219.6 KB/s
[12:32:47] 接收: 18309帧 | FPS:  12 | 已保存: 18308张 | 速率:  219.6 KB/s
[12:32:48] 接收: 18321帧 | FPS:  12 | 已保存: 18320张 | 速率:  219.6 KB/s
[12:32:49] 接收: 18334帧 | FPS:  13 | 已保存: 18333张 | 速率:  219.6 KB/s
[12:32:50] 接收: 18348帧 | FPS:  14 | 已保存: 18347张 | 速率:  219.6 KB/s
[12:32:51] 接收: 18361帧 | FPS:  13 | 已保存: 18360张 | 速率:  219.7 KB/s
[12:32:52] 接收: 18374帧 | FPS:  13 | 已保存: 18373张 | 速率:  219.7 KB/s
[12:32:53] 接收: 18387帧 | FPS:  13 | 已保存: 18386张 | 速率:  219.7 KB/s
[12:32:54] 接收: 18399帧 | FPS:  12 | 已保存: 18398张 | 速率:  219.7 KB/s
[12:32:55] 接收: 18412帧 | FPS:  13 | 已保存: 18411张 | 速率:  219.7 KB/s
[12:32:56] 接收: 18425帧 | FPS:  13 | 已保存: 18424张 | 速率:  219.7 KB/s
[12:32:57] 接收: 18438帧 | FPS:  13 | 已保存: 18437张 | 速率:  219.7 KB/s
[12:32:58] 接收: 18451帧 | FPS:  13 | 已保存: 18450张 | 速率:  219.7 KB/s
[12:32:59] 接收: 18464帧 | FPS:  13 | 已保存: 18463张 | 速率:  219.7 KB/s
[12:33:00] 接收: 18477帧 | FPS:  13 | 已保存: 18476张 | 速率:  219.7 KB/s
[12:33:01] 接收: 18491帧 | FPS:  14 | 已保存: 18490张 | 速率:  219.7 KB/s
[12:33:02] 接收: 18504帧 | FPS:  13 | 已保存: 18503张 | 速率:  219.7 KB/s
[12:33:04] 接收: 18517帧 | FPS:  13 | 已保存: 18516张 | 速率:  219.8 KB/s
[12:33:05] 接收: 18530帧 | FPS:  13 | 已保存: 18529张 | 速率:  219.8 KB/s
[12:33:06] 接收: 18542帧 | FPS:  12 | 已保存: 18541张 | 速率:  219.8 KB/s
[12:33:07] 接收: 18555帧 | FPS:  13 | 已保存: 18554张 | 速率:  219.8 KB/s
[12:33:08] 接收: 18568帧 | FPS:  13 | 已保存: 18567张 | 速率:  219.8 KB/s
[12:33:09] 接收: 18581帧 | FPS:  13 | 已保存: 18580张 | 速率:  219.8 KB/s
[12:33:10] 接收: 18595帧 | FPS:  14 | 已保存: 18594张 | 速率:  219.8 KB/s
[12:33:11] 接收: 18607帧 | FPS:  12 | 已保存: 18606张 | 速率:  219.8 KB/s
[12:33:12] 接收: 18621帧 | FPS:  14 | 已保存: 18620张 | 速率:  219.8 KB/s
[12:33:13] 接收: 18634帧 | FPS:  13 | 已保存: 18633张 | 速率:  219.8 KB/s
[12:33:14] 接收: 18646帧 | FPS:  12 | 已保存: 18645张 | 速率:  219.8 KB/s
[12:33:15] 接收: 18659帧 | FPS:  13 | 已保存: 18658张 | 速率:  219.9 KB/s
[12:33:16] 接收: 18672帧 | FPS:  13 | 已保存: 18671张 | 速率:  219.9 KB/s
[12:33:17] 接收: 18685帧 | FPS:  13 | 已保存: 18684张 | 速率:  219.9 KB/s
[12:33:18] 接收: 18698帧 | FPS:  13 | 已保存: 18697张 | 速率:  219.9 KB/s
[12:33:19] 接收: 18711帧 | FPS:  13 | 已保存: 18710张 | 速率:  219.9 KB/s
[12:33:20] 接收: 18724帧 | FPS:  13 | 已保存: 18723张 | 速率:  219.9 KB/s
[12:33:21] 接收: 18737帧 | FPS:  13 | 已保存: 18736张 | 速率:  219.9 KB/s
[12:33:22] 接收: 18750帧 | FPS:  13 | 已保存: 18749张 | 速率:  219.9 KB/s
[12:33:23] 接收: 18763帧 | FPS:  13 | 已保存: 18762张 | 速率:  219.9 KB/s
[12:33:24] 接收: 18776帧 | FPS:  13 | 已保存: 18775张 | 速率:  219.9 KB/s
[12:33:25] 接收: 18789帧 | FPS:  13 | 已保存: 18788张 | 速率:  219.9 KB/s
[12:33:26] 接收: 18802帧 | FPS:  13 | 已保存: 18801张 | 速率:  220.0 KB/s
[12:33:27] 接收: 18815帧 | FPS:  13 | 已保存: 18814张 | 速率:  220.0 KB/s
[12:33:29] 接收: 18828帧 | FPS:  13 | 已保存: 18827张 | 速率:  220.0 KB/s
[12:33:30] 接收: 18842帧 | FPS:  14 | 已保存: 18841张 | 速率:  220.0 KB/s
[12:33:31] 接收: 18855帧 | FPS:  13 | 已保存: 18854张 | 速率:  220.0 KB/s
[12:33:32] 接收: 18868帧 | FPS:  13 | 已保存: 18867张 | 速率:  220.0 KB/s
[12:33:33] 接收: 18881帧 | FPS:  13 | 已保存: 18880张 | 速率:  220.0 KB/s
[12:33:34] 接收: 18894帧 | FPS:  13 | 已保存: 18893张 | 速率:  220.0 KB/s
[12:33:35] 接收: 18907帧 | FPS:  13 | 已保存: 18906张 | 速率:  220.0 KB/s
[12:33:36] 接收: 18920帧 | FPS:  13 | 已保存: 18919张 | 速率:  220.0 KB/s
[12:33:37] 接收: 18933帧 | FPS:  13 | 已保存: 18932张 | 速率:  220.0 KB/s
[12:33:38] 接收: 18946帧 | FPS:  13 | 已保存: 18945张 | 速率:  220.1 KB/s
[12:33:39] 接收: 18959帧 | FPS:  13 | 已保存: 18958张 | 速率:  220.1 KB/s
[12:33:40] 接收: 18972帧 | FPS:  13 | 已保存: 18971张 | 速率:  220.1 KB/s
[12:33:41] 接收: 18985帧 | FPS:  13 | 已保存: 18984张 | 速率:  220.1 KB/s
[12:33:42] 接收: 18998帧 | FPS:  13 | 已保存: 18997张 | 速率:  220.1 KB/s
[12:33:43] 接收: 19010帧 | FPS:  12 | 已保存: 19009张 | 速率:  220.1 KB/s
[12:33:44] 接收: 19023帧 | FPS:  13 | 已保存: 19022张 | 速率:  220.1 KB/s
[12:33:45] 接收: 19037帧 | FPS:  14 | 已保存: 19036张 | 速率:  220.1 KB/s
[12:33:46] 接收: 19050帧 | FPS:  13 | 已保存: 19049张 | 速率:  220.1 KB/s
[12:33:47] 接收: 19063帧 | FPS:  13 | 已保存: 19062张 | 速率:  220.1 KB/s
[12:33:48] 接收: 19076帧 | FPS:  13 | 已保存: 19075张 | 速率:  220.1 KB/s
[12:33:50] 接收: 19089帧 | FPS:  13 | 已保存: 19088张 | 速率:  220.1 KB/s
[12:33:51] 接收: 19103帧 | FPS:  14 | 已保存: 19102张 | 速率:  220.1 KB/s
[12:33:52] 接收: 19116帧 | FPS:  13 | 已保存: 19115张 | 速率:  220.2 KB/s
[12:33:53] 接收: 19129帧 | FPS:  13 | 已保存: 19128张 | 速率:  220.2 KB/s
[12:33:54] 接收: 19143帧 | FPS:  14 | 已保存: 19142张 | 速率:  220.2 KB/s
[12:33:55] 接收: 19155帧 | FPS:  12 | 已保存: 19154张 | 速率:  220.2 KB/s
[12:33:56] 接收: 19169帧 | FPS:  14 | 已保存: 19168张 | 速率:  220.2 KB/s
[12:33:57] 接收: 19182帧 | FPS:  13 | 已保存: 19181张 | 速率:  220.2 KB/s
[12:33:58] 接收: 19195帧 | FPS:  13 | 已保存: 19194张 | 速率:  220.2 KB/s
[12:33:59] 接收: 19208帧 | FPS:  13 | 已保存: 19207张 | 速率:  220.2 KB/s
[12:34:00] 接收: 19222帧 | FPS:  14 | 已保存: 19221张 | 速率:  220.2 KB/s
[12:34:01] 接收: 19234帧 | FPS:  12 | 已保存: 19233张 | 速率:  220.2 KB/s
[12:34:02] 接收: 19248帧 | FPS:  14 | 已保存: 19247张 | 速率:  220.2 KB/s
[12:34:03] 接收: 19261帧 | FPS:  13 | 已保存: 19260张 | 速率:  220.2 KB/s
[12:34:04] 接收: 19274帧 | FPS:  13 | 已保存: 19273张 | 速率:  220.2 KB/s
[12:34:05] 接收: 19287帧 | FPS:  13 | 已保存: 19286张 | 速率:  220.3 KB/s
[12:34:06] 接收: 19299帧 | FPS:  12 | 已保存: 19298张 | 速率:  220.3 KB/s
[12:34:07] 接收: 19312帧 | FPS:  13 | 已保存: 19311张 | 速率:  220.3 KB/s
[12:34:09] 接收: 19326帧 | FPS:  14 | 已保存: 19325张 | 速率:  220.3 KB/s
[12:34:10] 接收: 19339帧 | FPS:  13 | 已保存: 19338张 | 速率:  220.3 KB/s
[12:34:11] 接收: 19352帧 | FPS:  13 | 已保存: 19351张 | 速率:  220.3 KB/s
[12:34:12] 接收: 19365帧 | FPS:  13 | 已保存: 19364张 | 速率:  220.3 KB/s
[12:34:13] 接收: 19378帧 | FPS:  13 | 已保存: 19377张 | 速率:  220.3 KB/s
[12:34:14] 接收: 19392帧 | FPS:  14 | 已保存: 19391张 | 速率:  220.3 KB/s
[12:34:15] 接收: 19406帧 | FPS:  14 | 已保存: 19405张 | 速率:  220.3 KB/s
[12:34:16] 接收: 19419帧 | FPS:  13 | 已保存: 19418张 | 速率:  220.3 KB/s
[12:34:17] 接收: 19432帧 | FPS:  13 | 已保存: 19431张 | 速率:  220.4 KB/s
[12:34:18] 接收: 19445帧 | FPS:  13 | 已保存: 19444张 | 速率:  220.4 KB/s
[12:34:19] 接收: 19458帧 | FPS:  13 | 已保存: 19457张 | 速率:  220.4 KB/s
[12:34:20] 接收: 19471帧 | FPS:  13 | 已保存: 19470张 | 速率:  220.4 KB/s
[12:34:21] 接收: 19484帧 | FPS:  13 | 已保存: 19483张 | 速率:  220.4 KB/s
[12:34:22] 接收: 19497帧 | FPS:  13 | 已保存: 19496张 | 速率:  220.4 KB/s
[12:34:23] 接收: 19509帧 | FPS:  12 | 已保存: 19508张 | 速率:  220.4 KB/s
[12:34:24] 接收: 19522帧 | FPS:  13 | 已保存: 19521张 | 速率:  220.4 KB/s
[12:34:25] 接收: 19535帧 | FPS:  13 | 已保存: 19534张 | 速率:  220.4 KB/s
[12:34:26] 接收: 19548帧 | FPS:  13 | 已保存: 19547张 | 速率:  220.4 KB/s
[12:34:27] 接收: 19561帧 | FPS:  13 | 已保存: 19560张 | 速率:  220.4 KB/s
[12:34:28] 接收: 19573帧 | FPS:  12 | 已保存: 19572张 | 速率:  220.4 KB/s
[12:34:29] 接收: 19586帧 | FPS:  13 | 已保存: 19585张 | 速率:  220.4 KB/s
[12:34:31] 接收: 19599帧 | FPS:  13 | 已保存: 19598张 | 速率:  220.5 KB/s
[12:34:32] 接收: 19611帧 | FPS:  12 | 已保存: 19610张 | 速率:  220.5 KB/s
[12:34:33] 接收: 19625帧 | FPS:  14 | 已保存: 19624张 | 速率:  220.5 KB/s
[12:34:34] 接收: 19638帧 | FPS:  13 | 已保存: 19637张 | 速率:  220.5 KB/s
[12:34:35] 接收: 19651帧 | FPS:  13 | 已保存: 19650张 | 速率:  220.5 KB/s
[12:34:36] 接收: 19664帧 | FPS:  13 | 已保存: 19663张 | 速率:  220.5 KB/s
[12:34:37] 接收: 19678帧 | FPS:  14 | 已保存: 19677张 | 速率:  220.5 KB/s
[12:34:38] 接收: 19691帧 | FPS:  13 | 已保存: 19690张 | 速率:  220.5 KB/s
[12:34:39] 接收: 19704帧 | FPS:  13 | 已保存: 19703张 | 速率:  220.5 KB/s
[12:34:40] 接收: 19717帧 | FPS:  13 | 已保存: 19716张 | 速率:  220.5 KB/s
[12:34:41] 接收: 19729帧 | FPS:  12 | 已保存: 19728张 | 速率:  220.5 KB/s
[12:34:42] 接收: 19742帧 | FPS:  13 | 已保存: 19741张 | 速率:  220.5 KB/s
[12:34:43] 接收: 19756帧 | FPS:  14 | 已保存: 19755张 | 速率:  220.6 KB/s
[12:34:44] 接收: 19768帧 | FPS:  12 | 已保存: 19767张 | 速率:  220.5 KB/s
[12:34:45] 接收: 19782帧 | FPS:  14 | 已保存: 19781张 | 速率:  220.6 KB/s
[12:34:46] 接收: 19794帧 | FPS:  12 | 已保存: 19793张 | 速率:  220.6 KB/s
